iteration: 100, win_rate: 1.0
iteration: 200, win_rate: 1.0
iteration: 300, win_rate: 1.0
iteration: 400, win_rate: 1.0
iteration: 500, win_rate: 1.0
iteration: 600, win_rate: 1.0
iteration: 700, win_rate: 1.0
iteration: 800, win_rate: 1.0
iteration: 900, win_rate: 1.0
iteration: 1000, win_rate: 1.0
