iteration: 100, win_rate: 0.6
iteration: 200, win_rate: 0.585
iteration: 300, win_rate: 0.57
iteration: 400, win_rate: 0.5775
iteration: 500, win_rate: 0.584
iteration: 600, win_rate: 0.575
iteration: 700, win_rate: 0.5728571428571428
iteration: 800, win_rate: 0.5775
iteration: 900, win_rate: 0.5744444444444444
iteration: 1000, win_rate: 0.581
